,Engine Capacity,Cylinders,Drive Type,Fuel Tank Capacity,Fuel Economy,Fuel Type,Horsepower,Torque,Transmission,Top Speed,Seating Capacity,Acceleration,Length,Width,Height,Wheelbase,Trunk Capacity,name,price,currency,Country
1175,2.0,4,1,57.0,8.2,0,240,365.0,0,200,5,7.5,4.524,2.078,1.684,2.69,971.0,Ford Escape 2021 2.0L EcoBoost SE (AWD),122745.0,1,1
1177,1.5,3,1,57.0,9.0,0,180,240.0,0,200,5,8.0,4.524,2.078,1.684,2.69,971.0,Ford Escape 2021 1.5L EcoBoost S,101745.0,1,1
1178,2.0,4,0,56.0,7.0,0,247,370.0,0,205,5,5.8,4.89,1.86,1.45,2.83,473.0,Honda Accord 2021 2.0T Sport,139900.0,1,1
1179,3.6,6,2,72.0,10.0,0,335,383.0,0,250,4,5.1,4.784,1.897,1.348,2.811,258.0,Chevrolet Camaro Coupe 2021 3.6L 1LT,151100.0,1,1
1180,1.4,4,2,45.0,6.6,0,170,250.0,0,229,2,6.9,4.054,1.74,1.233,2.31,140.0,Abarth 124 Spider 2021 1.4T (170 HP),140000.0,1,1
1181,3.6,6,0,73.0,9.0,0,310,361.0,0,208,8,7.7,5.189,1.996,1.795,3.071,651.0,Chevrolet Traverse 2021 3.6L LT (FWD) ,130300.0,1,1
1182,2.0,4,1,60.0,7.8,0,220,350.0,0,220,5,6.5,4.486,1.839,1.646,2.681,615.0,Volkswagen Tiguan 2021 2.0L Sport,150900.0,1,1
1183,2.0,4,1,60.0,7.8,0,220,350.0,0,220,5,6.5,4.486,1.839,1.646,2.681,615.0,Volkswagen Tiguan 2021 2.0L R-Line,167000.0,1,1
1184,2.0,4,1,60.0,7.8,0,220,350.0,0,220,5,6.5,4.486,1.839,1.646,2.681,615.0,Volkswagen Tiguan 2021 2.0L R-Line Black Edition ,170500.0,1,1
1185,2.0,4,1,60.0,7.8,0,220,350.0,0,220,5,6.5,4.486,1.839,1.646,2.681,615.0,Volkswagen Tiguan 2021 2.0L R-Line Black Edition ,170500.0,1,1
1186,3.7,6,2,95.0,14.2,0,275,340.0,0,158,2,8.5,5.585,2.065,2.123,3.302,6986.0,Ford Transit 2021 3.7L 150XL (Medium Roof),146895.0,1,1
1188,2.4,4,1,51.0,9.5,0,180,237.0,0,180,5,9.9,4.394,1.874,1.645,2.636,770.0,Jeep Compass 2021 2.4L Limited (4x4),114900.0,1,1
1189,2.0,4,0,69.6,13.8,0,250,377.0,0,200,5,7.5,4795.0,2179.0,1735.0,2850.0,1111.0,Ford Edge 2021 Ambient ,142695.0,1,1
1190,3.5,6,0,74.0,12.0,0,280,355.0,0,180,8,7.0,5.183,1.995,1.767,3.0,1093.0,Honda Odyssey 2021 3.5L LX,149900.0,1,1
1191,5.3,6,1,136.0,15.6,0,285,413.0,0,180,6,7.8,6.128,2.063,1.915,3.987,1727.0,Chevrolet Silverado 2021 4.3L V6 WT,108800.0,1,1
1192,3.6,6,1,60.0,9.9,0,257,350.0,2,235,5,7.6,4.82,1.84,1.605,2.745,1801.0,Subaru Outback 2021 3.6L R-S EyeSight AWD,135000.0,1,1
1193,2.0,4,1,59.0,7.4,0,252,352.0,0,200,5,7.5,4.63,1.839,1.661,2.725,838.0,GMC Terrain 2021 2.0T SLT (AWD),143000.0,1,1
1194,2.0,4,1,66.0,7.0,0,268,350.0,0,250,5,5.6,4.869,1864.0,1.469,2.841,625.0,Skoda Superb 2021 2.0 TSI L&K (AWD),143500.0,1,1
1196,1.5,4,0,66.0,5.8,0,150,250.0,0,220,5,8.6,4.869,1.864,1.468,2.841,625.0,Skoda Superb 2021 1.5 TSI Ambition (AWD),105000.0,1,1
1197,2.4,4,0,65.0,9.2,0,168,225.0,0,185,7,11.5,4.795,1.8,1.75,2.95,1107.0,Toyota Previa 2021 2.4L SE,144800.0,1,1
1198,2.7,4,1,87.0,12.4,0,164,246.0,0,170,7,13.5,4.76,1.885,1.845,2.79,742.0,Toyota Land Cruiser Prado 2021 2.7L GXR,144900.0,1,1
1199,2.5,4,1,74.0,8.5,0,230,420.0,0,210,7,8.4,5.075,1.969,1.716,2.93,407.0,Mazda CX-9 2021 2.5T GT (AWD),134900.0,1,1
1200,2.5,4,1,74.0,8.5,0,230,420.0,0,210,7,8.4,5.075,1.969,1.716,2.93,407.0,Mazda CX-9 2021 2.5T GT (AWD),134900.0,1,1
1201,2.5,4,1,74.0,8.5,0,230,420.0,0,210,7,8.4,5.075,1.969,1.716,2.93,407.0,Mazda CX-9 2021 2.5T GS (FWD),119900.0,1,1
1202,2.0,4,2,45.0,8.1,0,181,205.0,0,200,2,7.9,3.915,1.735,1.23,2.31,150.0,Mazda MX-5 Convertible Hard Top 2021 2.0L (181 HP),149900.0,1,1
1203,3.2,6,1,60.0,10.1,0,271,324.0,0,185,5,8.4,4.624,1.86,1.681,2.718,841.0,Jeep Cherokee 2021 3.2L Longitude,109900.0,1,1
1204,2.0,4,0,50.0,6.0,0,208,350.0,0,230,5,7.3,4.425,1.805,1.495,2.7,430.0,Infiniti Q30 2021 2.0T Premium,145000.0,1,1
1206,4.0,6,1,159.0,12.6,0,270,380.0,0,180,5,8.2,4.67,1.905,1.83,2.69,790.0,Toyota FJ Cruiser 2021 4.0L GXR,147000.0,1,1
1207,1.5,4,2,42.0,5.0,0,140,220.0,0,213,5,8.5,4.319,1.799,1.434,2.67,380.0,BMW 1 Series 2021 118i,117000.0,1,1
1208,1.5,3,0,51.0,5.7,0,136,220.0,0,200,5,9.6,4.299,1.822,1.822,2.67,450.0,Mini Countryman 2021 Cooper,179800.0,1,1
1209,3.6,6,2,70.0,10.7,0,292,353.0,0,210,5,6.5,5.04,1.905,1.479,3.052,455.0,Dodge Charger 2021 3.6L SXT (Base),109900.0,1,1
1210,3.2,5,1,80.0,9.0,1,200,470.0,0,175,5,10.6,5.362,1.976,1.816,3.221,1180.0,Ford Ranger 2021 3.2L Wild Trak 4X4,164745.0,1,1
1211,2.0,4,1,60.0,7.4,0,180,320.0,0,207,7,8.2,4.697,1.882,1.681,2.791,650.0,Skoda Kodiaq 2021 2.0 TSI Style (AWD),149000.0,1,1
1212,4.0,6,1,80.0,12.6,0,235,376.0,0,187,7,9.0,4.795,1.855,1.835,2.75,348.0,Toyota Fortuner 2021 4.0L VXR,159900.0,1,1
1213,2.0,4,2,66.0,7.0,0,241,350.0,0,230,5,7.0,4.705,1.84,1.435,2.8,480.0,Lexus IS 2021 300,175000.0,1,1
1214,3.6,6,1,70.0,11.0,0,285,353.0,0,185,5,7.0,4.173,1.877,1.842,2.423,362.0,Jeep Wrangler Unlimited 2021 3.6L V6 Sport ,159900.0,1,1
1215,3.6,6,0,73.0,9.0,0,310,361.0,0,208,8,7.7,5.189,1.996,1.795,3.071,651.0,Chevrolet Traverse 2021 3.6L LT Full Option (FWD) ,155700.0,1,1
1216,3.6,6,0,73.0,9.0,0,310,361.0,0,208,8,7.7,5.189,1.996,1.795,3.071,651.0,Chevrolet Traverse 2021 3.6L LT Full Option (FWD) ,155700.0,1,1
1217,3.6,6,0,73.0,9.0,0,310,361.0,0,208,8,7.7,5.189,1.996,1.795,3.071,651.0,Chevrolet Traverse 2021 3.6L Premium (FWD) ,163800.0,1,1
1218,3.6,6,1,73.0,9.0,0,310,361.0,0,208,8,7.7,5.189,1.996,1.795,3.071,651.0,Chevrolet Traverse 2021 3.6L High Country (AWD),198400.0,1,1
1221,6.6,8,1,136.0,16.8,0,401,629.0,0,180,6,9.0,6.352,2.079,2.027,4.037,1727.0,Chevrolet Silverado 2021 6.6L LTZ (Heavy Duty),203900.0,1,1
1223,3.7,6,2,72.0,10.5,0,328,363.0,0,250,2,5.6,4.25,1.845,1.315,2.55,235.0,Nissan 370Z 2021 Coupe A/T Full Option,149500.0,1,1
1225,2.3,4,1,67.0,7.8,0,300,420.0,0,180,7,6.8,5.049,2.004,1.775,3.025,515.0,Ford Explorer 2021 2.3L EcoBoost XLT (Mid Option) AWD,181545.0,1,1
1226,2.3,4,1,67.0,7.8,0,300,420.0,0,180,7,6.8,5.049,2.004,1.775,3.025,515.0,Ford Explorer 2021 2.3L EcoBoost Limited AWD,199395.0,1,1
1227,2.3,4,1,67.0,7.8,0,300,420.0,0,180,7,6.8,5.049,2.004,1.775,3.025,515.0,Ford Explorer 2021 2.3L EcoBoost XLT (Base Option) AWD ,154512.0,1,1
1230,2.0,4,2,80.0,8.7,0,208,350.0,0,245,5,6.2,4.81,1.82,1.455,2.85,500.0,Infiniti Q50 2021 2.0T Luxe,152250.0,1,1
1233,3.8,6,2,77.0,10.7,0,315,397.0,0,240,5,6.3,4.99,1.89,1.48,3.01,493.0,Genesis G80 2021 3.8L Premier ,154500.0,1,1
1234,3.5,6,0,74.0,12.0,0,280,355.0,0,180,8,7.0,5.183,1.995,1.767,3.0,1093.0,Honda Odyssey 2021 3.5L EXL,169900.0,1,1
1235,3.5,6,0,68.0,10.4,0,300,355.0,0,211,5,6.4,4.897,1.86,1.435,2.776,402.0,Nissan Maxima 2021 3.5L SR1,160500.0,1,1
1236,3.5,6,0,68.0,10.4,0,300,355.0,0,211,5,6.4,4.897,1.86,1.435,2.776,402.0,Nissan Maxima 2021 3.5L SR2,163000.0,1,1
1238,2.5,4,1,60.0,10.9,0,300,407.0,1,250,5,5.2,4.595,1.795,1.475,2.65,460.0,Subaru WRX 2021 2.5T STi Standard,130000.0,1,1
1239,2.0,4,1,56.0,6.7,0,208,350.0,0,230,5,7.3,4.425,1.815,1.53,2.7,430.0,Infiniti QX30 2021 2.0T Luxe AWD,157000.0,1,1
1240,3.6,6,1,70.0,11.0,0,285,353.0,0,180,4,7.0,4.237,1.875,1.869,2.459,898.0,Jeep Wrangler 2021 3.6L V6 Sahara (2-Door),176900.0,1,1
1241,3.6,6,2,93.0,10.5,0,290,366.0,0,197,7,7.5,5.075,1.925,1.801,3.045,487.0,Dodge Durango 2021 3.6L SXT Plus (RWD),129900.0,1,1
1242,1.5,3,0,40.0,5.2,0,136,220.0,0,207,5,8.0,3.982,1.727,1.425,2.567,278.0,Mini Hatch 2021 5-Door Cooper,156450.0,1,1
1244,2.0,4,1,56.0,6.0,0,208,350.0,0,230,5,7.3,4.425,1.805,1.475,2.7,430.0,Infiniti Q30 2021 2.0T Sport (AWD),159000.0,1,1
1245,2.7,4,1,87.0,12.4,0,164,246.0,0,170,7,13.5,4.76,1.885,1.845,2.79,742.0,Toyota Land Cruiser Prado 2021 2.7L VXR,159900.0,1,1
1246,4.0,6,1,150.0,13.0,0,271,381.0,0,200,7,9.0,4.99,1.885,1.889,2.79,742.0,Toyota Land Cruiser Prado 2021 4.0L EXR,159900.0,1,1
1247,4.0,6,1,150.0,13.0,0,271,381.0,0,200,7,9.0,4.99,1.885,1.889,2.79,742.0,Toyota Land Cruiser Prado 2021 4.0L EXR,159900.0,1,1
1248,2.0,4,0,54.0,5.6,0,150,270.0,0,225,5,8.9,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 35 TFSI Advanced (150 HP) ,164325.0,1,1
1249,2.0,4,0,54.0,5.6,0,150,270.0,0,225,5,8.9,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 35 TFSI S-line (150 HP) ,168210.0,1,1
1251,2.0,4,1,60.0,9.0,0,268,380.0,2,230,5,6.3,4.693,1.903,1.679,2.8,895.0,Infiniti QX50 2021 2.0T Luxe (AWD),171000.0,1,1
1252,3.7,6,2,95.0,14.7,0,275,340.0,0,155,2,8.9,6.035,2.065,2.796,3.759,11450.0,Ford Transit 2021 3.7L 250XL (High Roof),171045.0,1,1
1255,3.7,6,1,90.0,10.8,0,329,360.0,0,230,5,6.3,4.865,1.925,1.68,2.885,702.0,Infiniti QX70 2021 3.7L Luxe Sensory ,163000.0,1,1
1256,2.0,4,1,59.0,7.4,0,252,352.0,0,200,5,7.5,4.63,1.839,1.661,2.725,838.0,GMC Terrain Denali 2021 2.0T (AWD),149200.0,1,1
1257,2.5,4,1,74.0,8.5,0,226,420.0,0,210,7,8.4,5.075,1.969,1.716,2.93,407.0,Mazda CX-9 2021 2.5T LTD (AWD),154900.0,1,1
1258,2.5,4,1,74.0,8.5,0,230,420.0,0,210,7,8.4,5.075,1.969,1.716,2.93,407.0,Mazda CX-9 2021 2.5T Signature Edition (AWD),174900.0,1,1
1261,3.2,6,1,60.0,10.1,0,272,316.0,0,185,5,8.4,4.624,1.86,1.681,2.718,841.0,Jeep Cherokee 2021 3.2L Trailhawk,129900.0,1,1
1262,2.0,4,2,60.0,7.9,0,251,353.0,0,240,5,6.0,4.83,1.87,1.4,2.905,406.0,Kia Stinger 2021 2.0T (255 PS),132900.0,1,1
1263,3.6,6,0,72.0,8.8,0,310,366.0,0,210,7,6.8,4.917,1.915,1.676,2.858,362.0,GMC Acadia 2021 3.6L SLT1 (FWD),150000.0,1,1
1264,3.6,6,1,72.0,8.8,0,310,366.0,0,210,7,6.8,4.917,1.915,1.676,2.858,362.0,GMC Acadia 2021 3.6L AT4 (AWD) ,143500.0,1,1
1267,2.0,4,0,44.0,5.4,0,192,280.0,0,235,4,6.7,3.85,1.727,1.414,2.495,211.0,Mini Hatch 2021 3-Door Cooper S,172000.0,1,1
1268,4.0,6,1,159.0,12.6,0,275,380.0,0,180,5,8.2,4.67,1.905,1.83,2.69,790.0,Toyota FJ Cruiser 2021 4.0L Extreme,169000.0,1,1
1269,1.6,4,2,52.0,5.9,0,177,250.0,0,222,5,7.2,4.329,1.984,1.44,2.69,360.0,BMW 1 Series 2021 120i,138000.0,1,1
1270,1.4,4,0,58.0,6.5,0,150,250.0,0,206,5,9.2,4.385,2.019,1.608,2.603,460.0,Audi Q3 2021 35 TFSI (150 HP),143640.0,1,1
1271,1.4,4,0,58.0,6.5,0,150,250.0,0,206,5,9.2,4.385,2.019,1.608,2.603,460.0,Audi Q3 2021 35 TFSI Advanced (150 HP),150570.0,1,1
1272,1.4,4,0,58.0,6.5,0,150,250.0,0,206,5,9.2,4.385,2.019,1.608,2.603,460.0,Audi Q3 2021 35 TFSI S-line (150 HP),159075.0,1,1
1273,3.6,6,1,70.0,11.0,0,285,353.0,0,185,5,7.0,4.173,1.877,1.842,2.423,362.0,Jeep Wrangler Unlimited 2021 3.6L V6 Sahara,189900.0,1,1
1274,3.6,6,1,70.0,11.0,0,285,353.0,0,185,5,7.0,4.173,1.877,1.842,2.423,362.0,Jeep Wrangler Unlimited 2021 3.6L V6 Sahara,189900.0,1,1
1275,2.0,4,0,54.0,7.2,0,247,350.0,0,230,5,6.5,4.425,1.91,1.652,2.702,460.0,Volvo XC40 2021 2.0T T5 FWD Momentum ,154900.0,1,1
1276,4.8,6,1,135.0,16.7,0,280,451.0,1,190,7,9.9,5.08,1.94,1.855,2.97,668.0,Nissan Patrol Safari 2021 Safari M/T,170000.0,1,1
1277,4.8,6,1,135.0,16.7,0,280,451.0,1,190,7,9.9,5.08,1.94,1.855,2.97,668.0,Nissan Patrol Safari 2021 Super Safari M/T,184000.0,1,1
1278,4.8,6,1,135.0,16.7,0,280,451.0,1,190,7,9.9,5.08,1.94,1.855,2.97,668.0,Nissan Patrol Safari 2021 Falcon M/T,169000.0,1,1
1279,4.8,6,1,135.0,16.7,0,280,451.0,1,190,7,9.9,5.08,1.94,1.855,2.97,668.0,Nissan Patrol Safari 2021 Gazelle M/T,224000.0,1,1
1280,4.8,6,1,135.0,16.7,0,280,451.0,1,190,7,9.9,5.08,1.94,1.855,2.97,668.0,Nissan Patrol Safari 2021 Gazelle X M/T,298000.0,1,1
1283,2.0,4,0,54.0,4.9,0,190,320.0,0,240,5,7.3,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 40 TFSI Advanced (190 HP) ,174090.0,1,1
1284,2.0,4,0,54.0,4.9,0,190,320.0,0,240,5,7.3,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 40 TFSI S-line (190 HP) ,177975.0,1,1
1285,2.5,4,1,60.0,11.2,0,300,407.0,1,250,5,5.2,4.595,1.795,1.475,2.65,460.0,Subaru WRX 2021 2.5T STi Premium,152800.0,1,1
1286,2.0,4,2,72.0,10.6,0,268,400.0,0,240,5,5.9,4.966,1.834,1.453,2.911,388.0,Cadillac CTS 2021 2.0L Turbo Standard,194000.0,1,1
1287,6.4,8,2,72.0,12.7,0,485,637.0,0,281,5,5.0,5.088,1.885,1.48,3.052,461.0,Dodge Charger 2021 6.4L R/T Scatpack ,190900.0,1,1
1291,2.0,4,1,55.0,7.3,0,290,400.0,0,250,5,4.7,4.469,1.796,1.392,2.631,390.0,Audi S3 Sedan 2021 2.0 TFSI quattro (290 HP),177345.0,1,1
1292,2.0,4,1,56.0,6.7,0,208,350.0,0,230,5,7.3,4.425,1.815,1.53,2.7,430.0,Infiniti QX30 2021 2.0T Luxe Sensory (AWD) ,174500.0,1,1
1293,3.5,6,0,74.0,12.0,0,280,355.0,0,180,8,7.0,5.183,1.995,1.767,3.0,1093.0,Honda Odyssey 2021 3.5L Touring,184900.0,1,1
1294,2.0,4,1,60.0,7.2,0,250,350.0,0,230,5,6.5,4.425,1.91,1.652,2.702,460.0,Volvo XC40 2021 2.0T T5 AWD R Design,174900.0,1,1
1295,2.0,4,0,54.0,7.2,0,190,300.0,0,230,5,6.5,4.425,1.91,1.652,2.702,460.0,Volvo XC40 2021 2.0T T4 FWD Momentum,149900.0,1,1
1296,2.0,4,0,54.0,7.2,0,190,300.0,0,230,5,6.5,4.425,1.91,1.652,2.702,460.0,Volvo XC40 2021 2.0T T4 R Design ,169900.0,1,1
1298,3.6,6,2,72.0,10.0,0,335,383.0,0,250,4,5.1,4.784,1.897,1.348,2.811,258.0,Chevrolet Camaro Coupe 2021 3.6L 3LT,179700.0,1,1
1299,3.2,6,1,60.0,10.1,0,271,324.0,0,185,5,8.4,4.624,1.86,1.681,2.718,841.0,Jeep Cherokee 2021 3.2L Limited ,129900.0,1,1
1300,2.0,4,1,60.0,9.8,0,235,350.0,0,200,5,7.2,4.63,1.845,1.63,2.66,500.0,Lexus NX 2021 300 Premier,190000.0,1,1
1301,2.0,4,1,56.0,6.6,0,211,350.0,0,230,5,6.6,4.424,1.804,1.494,2.699,421.0,Mercedes-Benz GLA 2021 250 4MATIC,175000.0,1,1
1302,4.8,6,1,135.0,17.2,0,280,451.0,0,190,7,10.8,5.08,1.94,1.855,2.97,668.0,Nissan Patrol Safari 2021 Safari A/T ,175500.0,1,1
1303,4.8,6,1,135.0,17.2,0,280,451.0,0,190,7,10.8,5.08,1.94,1.855,2.97,668.0,Nissan Patrol Safari 2021 Super Safari A/T  ,190000.0,1,1
1304,4.8,6,1,135.0,17.2,0,280,451.0,0,190,7,10.8,5.08,1.94,1.855,2.97,668.0,Nissan Patrol Safari 2021 Falcon A/T   ,174000.0,1,1
1305,4.8,6,1,135.0,17.2,0,280,451.0,0,190,7,10.8,5.08,1.94,1.855,2.97,668.0,Nissan Patrol Safari 2021 Gazelle A/T    ,229000.0,1,1
1306,4.8,6,1,135.0,17.2,0,280,451.0,0,190,7,10.8,5.08,1.94,1.855,2.97,668.0,Nissan Patrol Safari 2021 Gazelle A/T    ,229000.0,1,1
1307,4.8,6,1,135.0,17.2,0,280,451.0,0,190,7,10.8,5.08,1.94,1.855,2.97,668.0,Nissan Patrol Safari 2021 Gazelle X A/T,298000.0,1,1
1308,3.6,6,2,93.0,11.0,0,295,353.0,0,197,7,7.6,5.11,1.925,1.847,3.043,487.0,Dodge Durango 2021 3.6L GT(RWD),149900.0,1,1
1309,2.0,4,1,68.5,8.0,0,200,320.0,0,207,5,9.0,4.599,2.069,1.724,2.741,981.0,Land Rover Discovery Sport 2021 2.0T SE (AWD),232680.0,1,1
1310,3.6,6,2,70.0,10.2,0,305,363.0,0,200,5,6.6,5.027,1.923,1.46,2.95,459.0,Dodge Challenger 2021 3.6L SXT,123900.0,1,1
1311,3.6,6,2,70.0,10.2,0,305,363.0,0,200,5,6.6,5.027,1.923,1.46,2.95,459.0,Dodge Challenger 2021 3.6L GT,138900.0,1,1
1312,3.6,6,2,70.0,10.2,0,300,358.0,0,200,5,6.6,5.027,1.923,1.46,2.95,459.0,Dodge Challenger 2021 3.6L GTS,154900.0,1,1
1313,2.0,4,0,58.0,6.9,0,180,320.0,0,206,5,7.4,4.385,2.019,1.608,2.603,460.0,Audi Q3 2021 40 TFSI (180 HP) ,155610.0,1,1
1314,2.0,4,0,58.0,6.9,0,180,320.0,0,206,5,7.4,4.385,2.019,1.608,2.603,460.0,Audi Q3 2021 40 TFSI Advanced (180 HP),162540.0,1,1
1315,2.0,4,0,58.0,6.9,0,180,320.0,0,206,5,7.4,4.385,2.019,1.608,2.603,460.0,Audi Q3 2021 40 TFSI S-line (180 HP),170940.0,1,1
1316,2.0,4,0,44.0,5.8,0,192,280.0,0,225,4,7.1,3.85,1.727,1.415,2.495,160.0,Mini Convertible 2021 Cooper S,192000.0,1,1
1317,3.7,6,2,95.0,14.7,0,275,340.0,0,155,2,8.8,6.758,2.065,2.778,3.759,13800.0,Ford Transit 2021 3.7L 350XL (High Roof) Extended Length,186795.0,1,1
1319,2.0,4,1,88.5,10.0,0,300,400.0,0,191,5,8.0,4.583,2.008,1.969,2.587,397.0,Land Rover Defender 2021 90 SE (P300),253890.0,1,1
1320,2.0,4,1,88.5,10.0,0,300,400.0,0,191,5,8.0,4.583,2.008,1.969,2.587,397.0,Land Rover Defender 2021 90 SE Base (P300) ,231105.0,1,1
1321,3.0,6,1,90.0,10.0,0,400,550.0,0,208,5,6.1,4.583,2.008,1.969,2.587,397.0,Land Rover Defender 2021 90 HSE (P400) ,300090.0,1,1
1322,3.0,6,1,90.0,10.0,0,400,550.0,0,208,5,6.1,4.583,2.008,1.969,2.587,397.0,Land Rover Defender 2021 90 HSE (P400) ,300090.0,1,1
1323,3.0,6,1,90.0,10.0,0,400,550.0,0,208,5,6.1,4.583,2.008,1.969,2.587,397.0,Land Rover Defender 2021 90 X (P400) ,372120.0,1,1
1325,3.0,6,2,80.0,9.0,0,300,400.0,0,250,5,5.5,4.81,1.82,1.455,2.85,500.0,Infiniti Q50 2021 3.0T Luxe,178500.0,1,1
1326,3.7,6,2,80.0,12.0,0,330,360.0,0,225,5,5.6,4.945,1.845,1.5,2.9,500.0,Infiniti Q70 2021 3.7L Luxe,179000.0,1,1
1327,3.5,6,1,74.0,10.2,0,295,350.0,0,195,7,7.9,5.092,1.96,1.813,2.9,447.0,Infiniti QX60 2021 3.5L Luxe ,174000.0,1,1
1328,6.6,8,1,136.0,16.8,0,401,629.0,0,180,6,9.0,6.352,2.079,2.027,4.037,1727.0,Chevrolet Silverado 2021 6.6L LT (Heavy Duty),179200.0,1,1
1329,5.7,8,2,72.0,12.4,0,363,535.0,0,234,5,5.6,5.044,1.905,1.483,3.053,462.0,Chrysler 300C 2021 5.7L V8 Luxury ,174900.0,1,1
1330,3.7,6,2,72.0,10.8,0,350,363.0,0,250,2,5.5,4.25,1.845,1.315,2.55,235.0,Nissan 370Z 2021 Coupe (Nismo Edition),184500.0,1,1
1331,2.0,4,1,51.0,6.6,0,192,280.0,0,225,5,7.2,4.299,1.822,1.557,2.67,450.0,Mini Countryman 2021 Cooper S ALL4,217700.0,1,1
1332,2.0,4,2,52.0,6.5,0,218,310.0,0,243,5,6.2,4.329,1.984,1.44,2.69,360.0,BMW 1 Series 2021 125i,153900.0,1,1
1333,2.0,4,2,72.0,10.6,0,268,400.0,0,240,5,5.9,4.966,1.834,1.453,2.911,388.0,Cadillac CTS 2021 2.0L Turbo Base,189000.0,1,1
1334,2.0,4,2,50.0,5.9,0,204,300.0,0,245,4,7.1,4.686,1.81,1.405,2.84,400.0,Mercedes-Benz C-Class Coupe 2021 C 200,185000.0,1,1
1335,2.0,4,1,68.5,8.0,0,200,320.0,0,216,5,8.2,4.395,1.984,1.649,2.681,577.0,Jaguar E-Pace 2021 2.0T S (200 PS),177450.0,1,1
1336,2.0,4,1,68.5,8.0,0,200,320.0,0,216,5,8.2,4.395,1.984,1.649,2.681,577.0,Jaguar E-Pace 2021 2.0T S Plus (200 PS) ,195300.0,1,1
1337,2.0,4,1,68.5,8.0,0,200,320.0,0,216,5,8.2,4.395,1.984,1.649,2.681,577.0,Jaguar E-Pace 2021 2.0T S Plus (200 PS) ,195300.0,1,1
1338,3.6,6,1,70.0,11.0,0,285,353.0,0,180,4,7.0,4.237,1.875,1.869,2.459,898.0,Jeep Wrangler 2021 3.6L V6 Rubicon X (2-Door),192900.0,1,1
1339,5.3,8,1,136.0,13.4,0,355,518.0,0,172,6,9.0,6.128,2.063,1.915,3.987,1727.0,Chevrolet Silverado 2021 5.3 V8 Trail Boss,154200.0,1,1
1340,3.6,6,1,93.0,10.0,0,290,350.0,0,190,5,8.3,4.828,1.943,1.792,2.916,782.0,Jeep Grand Cherokee 2021 3.6L Laredo,144900.0,1,1
1341,3.6,6,1,93.0,10.0,0,290,350.0,0,190,5,8.3,4.828,1.943,1.792,2.916,782.0,Jeep Grand Cherokee 2021 3.6L Laredo 4x2,129900.0,1,1
1342,3.0,6,1,90.0,9.9,0,400,550.0,0,208,5,6.1,5.018,2.008,1.965,3.022,1075.0,Land Rover Defender 2021 110 HSE (P400),312165.0,1,1
1343,2.0,4,1,90.0,10.0,0,300,400.0,0,191,5,8.0,5.018,2.008,1.965,3.022,1075.0,Land Rover Defender 2021 110 S (P300) ,252210.0,1,1
1344,3.0,6,1,90.0,9.9,0,400,550.0,0,208,5,6.1,5.018,2.008,1.965,3.022,1075.0,Land Rover Defender 2021 110 X (P400),381150.0,1,1
1345,5.0,8,2,60.0,12.3,0,460,569.0,0,240,4,4.7,4.783,2.08,1.382,2.72,382.0,Ford Mustang 2021 5.0L V8 Fastback GT,245595.0,1,1
1347,3.3,6,1,60.0,10.6,0,365,510.0,0,270,5,4.9,4.83,1.87,1.4,2.905,406.0,Kia Stinger 2021 3.3T AWD Full Option (370 PS),175000.0,1,1
1348,3.6,6,2,70.0,10.7,0,300,358.0,0,210,5,6.5,5.04,1.905,1.479,3.052,455.0,Dodge Charger 2021 3.6L GT,124900.0,1,1
1349,3.6,6,2,70.0,10.7,0,300,358.0,0,210,5,6.5,5.04,1.905,1.479,3.052,455.0,Dodge Charger 2021 3.6L GTS,139900.0,1,1
1350,3.6,6,2,70.0,10.2,0,305,363.0,0,200,5,6.6,5.027,1.923,1.46,2.95,459.0,Dodge Challenger 2021 3.6L Supertrack S,189500.0,1,1
1351,5.7,8,1,87.0,12.5,0,395,556.0,0,175,5,7.0,5.916,2.084,1.971,3.672,1500.0,RAM 1500 2021 5.7L Laramie (Double Cab),189900.0,1,1
1352,5.7,8,1,87.0,12.5,0,395,556.0,0,175,5,7.0,5.916,2.084,1.971,3.672,1500.0,RAM 1500 2021 5.7L Grand Laramie (Double Cab) ,207900.0,1,1
1353,5.7,8,1,87.0,12.5,0,395,556.0,0,175,5,7.0,5.916,2.084,1.971,3.672,1500.0,RAM 1500 2021 5.7L Rebel one (Double Cab)  ,215900.0,1,1
1354,5.7,8,1,87.0,12.5,0,395,556.0,0,175,5,7.0,5.916,2.084,1.971,3.672,1500.0,RAM 1500 2021 5.7L Limited (Double Cab) ,255900.0,1,1
1355,2.0,4,1,48.0,5.9,0,192,280.0,0,228,5,7.1,4.253,1.8,1.441,2.67,360.0,Mini Clubman 2021 Cooper S ALL4,197700.0,1,1
1356,5.3,8,1,100.0,13.0,0,355,383.0,0,180,9,7.5,5.351,2.057,1.927,3.07,2038.0,Chevrolet Tahoe 2021 5.3L LS 4WD,184900.0,1,1
1357,2.0,4,1,58.0,6.3,0,252,370.0,0,250,5,5.8,4.726,1.842,1.427,2.82,480.0,Audi A4 2021 45 TFSI quattro Design (252 HP),199000.0,1,1
